event_id,team_code,team_name,player1_name,player2_name,player3_name,player4_name,player5_name,player6_name,player7_name,player8_name,player9_name,player10_name
137,DEN,Denmark,HALSE M,JENSEN K,LANDER J,LARSEN M,QVIST G,,,,,
137,EST,Estonia,GROSSMANN H,LAIDSALU K,TURMANN L,TURMANN M,TUVIKE E,,,,,
137,GER,Germany,ABBES E,FOMM KH,HOEHNE M,JENTSCH A,JENTSCH D,,,,,
137,LAT,Latvia,BARONE E,BLUMBERGA S,KRUSTA I,STASA-SARSUNE I,,,,,,
137,NOR,Norway,RAMSFJELL M,ROENNING M,ROERVIK M,SKASLIEN K,TRULSEN P,,,,,
137,RUS,Russia,ARSENKINA G,KOMAROVA M,KOVALEVA A,KUZMINA E,,,,,,
137,SCO,Scotland,DODDS J,GRAY L,MUIRHEAD E,WRIGHT V,,,,,,
137,SUI,Switzerland,BARBEZAT M,NEUENSCHWANDER E,PAETZ A,TIRINZONI S,,,,,,
137,SWE,Sweden,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,,,,,,
140,AUS,Australia,DAVIS T,HALL S,HEWITT D,MERCHANT J,,,,,,
140,CHN,China,TIAN J,WANG Z,XU J,ZOU Q,,,,,,
140,JPN,Japan,ABE S,AITA K,MATSUMURA Y,SHIMIZU T,TANIDA Y,,,,,
140,KOR,Korea,KIM CM,KIM HK,LEE KB,LEE KJ,,,,,,
140,NZL,New Zealand,BECKER S,DOBSON W,HOOD A,SARGON B,,,,,,
140,TPE,Chinese Taipei,HSU K,HSU N,LEE V,SHEN R,,,,,,
141,AUS,Australia,MILLIKIN C,TSOURLENES K,WAGNER L,WESTHAGEN J,,,,,,
141,CHN,China,HAN Y,JIANG X,ZHANG L,ZHAO R,,,,,,
141,HKG,Hong Kong,HU P,HUNG LY,NGAI ONA,SHANG A,WONG A,,,,,
141,JPN,Japan,ISHIGOOKA H,KITAZAWA I,MATSUMURA C,NAKAJIMA S,,,,,,
141,KOR,Korea,GIM UC,KIM SJ,SEOL YE,UM MJ,,,,,,
143,CAN,Canada,BIRCHARD S,JONES J,LAWES K,OFFICER J,,,,,,
143,CAN1,Canada 1,DUNSTONE M,KIDBY D,MOSKOWY B,SCHNEIDER C,,,,,,
143,CAN2,Canada 2,FLASCH C,KOE K,NEUFELD B,NEUFELD D,,,,,,
143,CHN,China,BA D,DONG Z,JIANG X,JIANG Y,WANG ZY,XU J,ZHANG L,ZOU Q,,
143,JPN,Japan,FUJISAWA S,SUZUKI Y,YOSHIDA C,YOSHIDA Y,,,,,,
143,KOR,Korea,KIM H,KIM M,KIM S,YANG T,,,,,,
143,NOR,Norway,NERGAARD T,PETERSSON HV,SVAE C,ULSRUD T,,,,,,
143,RUS,Russia,FOMINA M,GUZIEVA J,PORTUNOVA J,SIDOROVA A,,,,,,
143,SCO,Scotland,GOODFELLOW M,MENZIES D,PATERSON R,WADDELL K,,,,,,
143,SUI,Switzerland,BARBEZAT M,BRUNNER M,KAEUFELER M,MEIER R,NEUENSCHWANDER E,PAETZ A,SCHWALLER Y,TIRINZONI S,,
143,SUI1,Switzerland 1,,,,,,,,,,
143,SUI2,Switzerland 2,,,,,,,,,,
143,SWE,Sweden,EDIN N,ERIKSSON O,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,SUNDGREN C,WRANAA R,,
143,USA,United States,HAMILTON B,HAMILTON M,LANDSTEINER J,PETERSON Tab.,PETERSON Tara,PLYS C,ROTH N,SHUSTER J,,
144,AUS,Australia,,,,,,,,,,
144,CAN,Canada,,,,,,,,,,
144,CZE,Czech Republic,,,,,,,,,,
144,ENG,England,,,,,,,,,,
144,ESP,Spain,,,,,,,,,,
144,EST,Estonia,,,,,,,,,,
144,FIN,Finland,,,,,,,,,,
144,HUN,Hungary,,,,,,,,,,
144,JPN,Japan,,,,,,,,,,
144,NOR,Norway,,,,,,,,,,
144,NZL,New Zealand,,,,,,,,,,
144,RUS,Russia,,,,,,,,,,
144,SCO,Scotland,,,,,,,,,,
144,SUI,Switzerland,,,,,,,,,,
144,SWE,Sweden,,,,,,,,,,
144,USA,United States,,,,,,,,,,
149,CAN,Canada,APPELMAN T,FLASCH C,HEBERT B,KOE K,NEUFELD BJ,,,,,
149,CHN,China,BA D,SHAO Z,WANG Z,XU J,ZOU Q,,,,,
149,GER,Germany,GREINDL D,KAPP B,MUSKATEWITZ M,NEUNER D,SHERRARD R,,,,,
149,ITA,Italy,ARMAN S,GONIN S,MOSANER A,RETORNAZ J,,,,,,
149,JPN,Japan,ABE S,MATSUMURA Y,SHIMIZU T,TANIDA Y,,,,,,
149,KOR,Korea,HWANG H,JEONG B,KIM S,LEE D,LEE J,,,,,
149,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
149,NOR,Norway,HAARSTAD A,MELLEMSETER M,MYRAN J,RAMSFJELL M,WALSTAD S,,,,,
149,RUS,Russia,ALI A,GLUKHOV S,KALALB A,KLIMOV E,MIRONOV D,,,,,
149,SCO,Scotland,HARDIE G,LAMMIE B,MOUAT B,McMILLAN H,WHYTE R,,,,,
149,SUI,Switzerland,DE CRUZ P,MICHEL S,PAETZ C,SCHWARZ B,TANNER V,,,,,
149,SWE,Sweden,EDIN N,ERIKSSON O,MAGNUSSON D,SUNDGREN C,WRANAA R,,,,,
149,USA,United States,DROPKIN K,HAMILTON M,LANDSTEINER J,PLYS C,SHUSTER J,,,,,
150,CAN,Canada,BROWN R,CAREY C,FERGUSON D,OFFICER J,WILKES S,,,,,
150,CHN,China,MA J,MEI J,WANG R,YAO M,,,,,,
150,DEN,Denmark,DUPONT D,DUPONT M,HOEGH J,KNUDSEN L,,,,,,
150,FIN,Finland,IMMONEN L,JUHASZ E,KAUSTE O,SALMIOVIRTA M,,,,,,
150,GER,Germany,ABBES E,FOMM KH,HOEHNE M,JENTSCH A,JENTSCH D,,,,,
150,JPN,Japan,ISHIGOOKA H,KITAZAWA I,MATSUMURA C,NAKAJIMA S,,,,,,
150,KOR,Korea,KIM H,KIM M,KIM S,YANG T,,,,,,
150,LAT,Latvia,BARONE E,BLUMBERGA S,KRUSTA I,SILINA T,STASA-SARSUNE I,,,,,
150,RUS,Russia,ARSENKINA G,BRYZGALOVA A,KOVALEVA A,KUZMINA E,VASILEVA U,,,,,
150,SCO,Scotland,BROWN N,GRAY L,JACKSON S,SINCLAIR S,SMITH M,,,,,
150,SUI,Switzerland,BARBEZAT M,NEUENSCHWANDER E,PAETZ A,TIRINZONI S,WINKELHAUSEN M,,,,,
150,SWE,Sweden,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,,,,,,
150,USA,United States,ANDERSON S,ANDERSON T,PERSINGER V,SINCLAIR J,WALKER M,,,,,
153,CAN,Canada,HALL M,HORVATH A,KLEITER R,MIDDLETON S,TARDI T,,,,,
153,NOR,Norway,HAARSTAD A,MELLEMSETER M,MYRAN J,RAMSFJELL M,,,,,,
153,NZL,New Zealand,HOOD A,NEILSON M,SMITH B,WALKER H,,,,,,
153,SCO,Scotland,CRAIK J,KYLE E,McFADZEAN D,WHYTE R,,,,,,
153,SUI,Switzerland,HEFTI M,HOESLI M,HOESLI P,SPIESS J,STOCKER Y,,,,,
153,SWE,Sweden,BERGGREN D,BERGLUND A,HERMANSSON E,JAERVENSON J,NYGREN J,,,,,
153,USA,United States,FENSON G,RICHARDSON B,STOPERA A,VIOLETTE L,,,,,,
154,CAN,Canada,GOODHELPSEN K,MARKS A,PAPLEY P,STURMAY S,,,,,,
154,JPN,Japan,ENAMI A,RYOKAWA M,SUZUKI M,YAMAMOTO S,,,,,,
154,KOR,Korea,KIM H,KIM M,KIM S,YANG T,,,,,,
154,NOR,Norway,FORBREGD A,HASLEV NORDBYE M,RAMSFJELL M,ROENNING M,,,,,,
154,RUS,Russia,MOROZOVA D,RIAZANOVA I,RUMIANTSEVA V,TIULIAKOVA V,,,,,,
154,SUI,Switzerland,ENGLER L,KEISER R,TONOLI V,WITSCHONKE S,,,,,,
154,SWE,Sweden,DE VAL A,LARSSON M,SUNDBERG T,WAAHLIN J,,,,,,
154,USA,United States,FLANNERY C,LANIGAN L,MILES R,YAVAROW L,,,,,,
156,CAN,Canada,CANNON T,DUNSTONE M,FOSTER V,KIDBY D,KLEIN K,MOSKOWY B,ROBERTSON D,SCHNEIDER C,,
156,CHN,China,CHENG K,DONG Z,JIANG X,JIANG Y,LING Z,MA X,WANG J,ZHANG L,,
156,JPN,Japan,AOKI G,ISHIGAKI M,IWAI M,KAMADA K,KOANA T,KOTANI A,NISHIMURO J,OGIWARA K,SHUKUYA R,
156,KOR,Korea,KIM H,KIM M,KIM S,YANG T,,,,,,
156,NOR,Norway,HOEIBERG M,NEDREGOTTEN M,VAAGBERG M,WALSTAD S,,,,,,
156,RUS,Russia,FOMINA M,GUZIEVA J,PORTUNOVA Y,SIDOROVA A,,,,,,
156,SCO,Scotland,BROWN N,GOODFELLOW M,JACKSON S,MENZIES D,PATERSON R,SINCLAIR S,SMITH M,WADDELL K,,
156,SUI,Switzerland,BRUNNER M,KAEUFELER M,MEIER R,SCHWALLER Y,,,,,,
156,SWE,Sweden,EDIN N,ERIKSSON O,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,SUNDGREN C,WRANAA R,,
156,USA,United States,BEAR M,CHRISTENSEN C,DROPKIN K,FENNER M,FENSON A,HOWELL T,MARTIN J,PERSINGER V,,
161,CAN,Canada,FLEURY T,FORREST A,FYFE L,GUNNLAUGSON J,MacCUISH K,NEUFELD D,NJEGOVAN C,NJEGOVAN S,,
161,CHN,China,JIANG D,SHAO Z,XU J,ZOU Q,,,,,,
161,JPN,Japan,FUJISAWA S,SUZUKI Y,YOSHIDA C,YOSHIDA Y,,,,,,
161,KOR,Korea,KIM H,KIM M,KIM S,YANG T,,,,,,
161,NOR,Norway,,,,,,,,,,
161,RUS,Russia,ARSENKINA G,BRYZGALOVA A,KOVALEVA A,KUZMINA E,,,,,,
161,SCO,Scotland,CHALMERS V,DODDS J,GRAY L,HARDIE G,LAMMIE B,MOUAT B,MUIRHEAD E,McMILLAN H,,
161,SUI,Switzerland,,,,,,,,,,
161,SWE,Sweden,EDIN N,ERIKSSON O,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,SUNDGREN C,WRANAA R,,
161,USA,United States,ANDERSON S,ANDERSON T,HAMILTON M,LANDSTEINER J,PLYS C,SHUSTER J,SINCLAIR J,WALKER M,,
162,FIN,Finland,KIISKINEN K,KUOSMANEN P,MAKELA W,PEKARISTO J,SALO T,,,,,
162,GER,Germany,MUSKATEWITZ M,NEUNER D,SHERRARD R,TOTZEK S,,,,,,
162,ITA,Italy,ARMAN S,GONIN S,MOSANER A,RETORNAZ J,,,,,,
162,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
162,NOR,Norway,HOEIBERG M,NEDREGOTTEN M,VAAGBERG M,WALSTAD S,,,,,,
162,POL,Poland,DZIKOWSKI B,GLOWANIA J,KOZIOL M,TELAK J,ZIOLO T,,,,,
162,RUS,Russia,KALALB A,KULIKOV A,KUZNETSOV P,TUZOV A,VASKOV M,,,,,
162,SCO,Scotland,HARDIE G,LAMMIE B,MOUAT B,McMILLAN H,,,,,,
162,SUI,Switzerland,DE CRUZ P,MICHEL S,SCHWARZ B,TANNER V,,,,,,
162,SWE,Sweden,EDIN N,ERIKSSON O,MAGNUSSON D,SUNDGREN C,WRANAA R,,,,,
163,CZE,Czech Republic,BAUDYSOVA A,KOLCHEVSKAIA E,KUBESKOVA A,PLISKOVA T,,,,,,
163,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,HOEGH J,KNUDSEN L,,,,,
163,FIN,Finland,IMMONEN L,JUHASZ E,KAUSTE O,SALMIOVIRTA M,,,,,,
163,GER,Germany,ABBES E,FOMM KH,JENTSCH A,JENTSCH D,,,,,,
163,ITA,Italy,CONSTANTINI S,DAMI E,GHEDINA F,ROMEI A,ZAPPONE V,,,,,
163,LAT,Latvia,BARONE E,BLUMBERGA S,KRUSTA I,STASA-SARSUNE I,,,,,,
163,RUS,Russia,ARSENKINA G,BRYZGALOVA A,KOVALEVA A,KUZMINA E,,,,,,
163,SCO,Scotland,CHALMERS V,DODDS J,GRAY L,MUIRHEAD E,,,,,,
163,SUI,Switzerland,BARBEZAT M,NEUENSCHWANDER E,PAETZ A,TIRINZONI S,WINKELHAUSEN M,,,,,
163,SWE,Sweden,HASSELBORG A,HELDIN J,KNOCHENHAUER A,MABERGS S,McMANUS S,,,,,
167,AUS,Australia,ARMSTRONG D,HEWITT D,JOHNS S,MERCHANT J,,,,,,
167,CHN,China,JIANG D,SHAO Z,WANG Z,XU J,ZOU Q,,,,,
167,HKG,Hong Kong,CHANG J,CHEN J,LEUNG D,LEUNG T,YAN M,,,,,
167,JPN,Japan,ABE S,AITA K,MATSUMURA Y,SHIMIZU T,TANIDA Y,,,,,
167,KAZ,Kazakhstan,KAZIMIRCHIK R,KIM V,KUDAIBERGENOV M,NADIRBAYEV A,ZHUZBAY A,,,,,
167,KOR,Korea,HWANG H,JEONG B,KIM S,LEE D,LEE J,,,,,
167,NZL,New Zealand,BECKER S,DOBSON W,HOOD A,NEILSON S,,,,,,
167,QAT,Qatar,AL-FAHAD A,ALI S,ALI-MOHSEN A,ALYAFEI A,ALYAFEI N,,,,,
167,TPE,Chinese Taipei,CHENG H,HSU N,LIN TL,LIU B,SHEN R,,,,,
168,AUS,Australia,GILL K,GILL L,GILL T,WEEDEN L,,,,,,
168,CHN,China,DONG Z,JIANG X,JIANG Y,LIU S,,,,,,
168,HKG,Hong Kong,BUGG G,HUNG LY,MORRISON J,SHANG A,WONG A,,,,,
168,JPN,Japan,FUJISAWA S,SUZUKI Y,YOSHIDA C,YOSHIDA Y,,,,,,
168,KAZ,Kazakhstan,ALLIYAROVA S,EBAUYER A,EBAUYER R,SPIRIKOVA A,,,,,,
168,KOR,Korea,KIM H,KIM M,KIM S,YANG T,,,,,,
168,QAT,Qatar,AL-ABDULLA M,AL-QAET A,AL-QAET S,SHAIKHAHMED L,,,,,,
170,CAN,Canada,COURTNEY J,FLASCH C,HEBERT B,HOMAN R,KOE K,MISKEW E,NEUFELD BJ,WEAGLE L,,
170,CHN,China,BA DX,DONG Z,JIANG X,JIANG Y,LIU S,MA Y,WANG J,ZANG J,,
170,JPN,Japan,AOKI G,FUJISAWA S,IWAI M,KAMADA K,OGIWARA K,SHUKUYA R,SUZUKI Y,YOSHIDA C,YOSHIDA Y,
170,KOR,Korea,KIM H,KIM M,KIM S,YANG T,,,,,,
170,NOR,Norway,HOEIBERG M,NEDREGOTTEN M,VAAGBERG M,WALSTAD S,,,,,,
170,RUS,Russia,FOMINA M,GUZIEVA J,PORTUNOVA J,SIDOROVA A,,,,,,
170,SCO,Scotland,CHALMERS V,DODDS J,GRAY L,HARDIE G,LAMMIE B,MOUAT B,McMILLAN H,WRIGHT V,,
170,SUI,Switzerland,DE CRUZ P,MICHEL S,SCHWARZ B,TANNER V,,,,,,
170,SWE,Sweden,EDIN N,ERIKSSON O,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,SUNDGREN C,WRANAA R,,
170,USA,United States,BEIGHTON S,GEVING A,HAMILTON B,NERNBERGER K,PERSINGER G,PETERSON T,ROTH N,RUOHONEN R,,
171,CAN,Canada,,,,,,,,,,
171,CHN,China,,,,,,,,,,
171,CZE,Czech Republic,,,,,,,,,,
171,EST,Estonia,,,,,,,,,,
171,FIN,Finland,,,,,,,,,,
171,HUN,Hungary,,,,,,,,,,
171,ITA,Italy,,,,,,,,,,
171,JPN,Japan,,,,,,,,,,
171,KOR,Korea,,,,,,,,,,
171,NOR,Norway,,,,,,,,,,
171,RUS,Russia,,,,,,,,,,
171,SCO,Scotland,,,,,,,,,,
171,SUI,Switzerland,,,,,,,,,,
171,SWE,Sweden,,,,,,,,,,
171,TUR,Turkey,,,,,,,,,,
171,USA,United States,,,,,,,,,,
176,CAN,Canada,GALLANT B,GUSHUE B,NICHOLS M,SALLOWS T,WALKER G,,,,,
176,CHN,China,SHAO Z,XU J,ZOU D,ZOU Q,,,,,,
176,GER,Germany,BAUMANN A,HERBERG D,SCHWEIZER S,SHERRARD R,WALTER M,,,,,
176,ITA,Italy,FERRAZZA D,MOSANER A,PILZER A,RETORNAZ J,RIBOTTA F,,,,,
176,JPN,Japan,AOKI G,AOYAMA Y,IWAI M,NISATO K,SHUKUYA R,,,,,
176,KOR,Korea,KIM C,KIM M,LEE K,OH E,SEONG S,,,,,
176,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
176,NOR,Norway,HOEIBERG M,NEDREGOTTEN M,VAAGBERG M,WALSTAD S,,,,,,
176,RUS,Russia,GLUKHOV S,KLIMOV E,RAZHABOV A,SHMAKOV A,TIMOFEEV A,,,,,
176,SCO,Scotland,HARDIE G,LAMMIE B,MOUAT B,McMILLAN H,PATERSON R,,,,,
176,SUI,Switzerland,GEMPELER S,HESS J,MAERKI R,PFISTER E,PFISTER M,,,,,
176,SWE,Sweden,EDIN N,ERIKSSON O,LEEK H,SUNDGREN C,WRANAA R,,,,,
176,USA,United States,HUFMAN C,PERSINGER G,RUOHONEN R,TILKER P,,,,,,
177,CAN,Canada,BIRCHARD S,JONES J,LAWES K,McEWEN D,OFFICER J,,,,,
177,CHN,China,JIANG X,JIANG Y,WANG R,YAN H,,,,,,
177,CZE,Czech Republic,BAUDYSOVA A,KOLCHEVSKAIA E,KUBESKOVA A,PLISKOVA T,SVATONOVA K,,,,,
177,DEN,Denmark,GROENBECH C,JENSEN A,JENSEN C,KNUDSEN L,,,,,,
177,GER,Germany,ABBES E,JENTSCH A,JENTSCH D,OBERMANN J,SCHOELL PL,,,,,
177,ITA,Italy,CONSTANTINI S,GASPARI D,OLIVIERI C,ROMEI A,ZAPPONE V,,,,,
177,JPN,Japan,ISHIGAKI M,KOANA T,KOTANI A,KOTANI Y,ONODERA K,,,,,
177,KOR,Korea,KIM C,KIM E,KIM K,KIM S,KIM Y,,,,,
177,RUS,Russia,ARSENKINA G,GUZIEVA J,MOISEEVA V,PORTUNOVA J,SIDOROVA A,,,,,
177,SCO,Scotland,DODDS J,FLEMING H,SPENCE A,WRIGHT V,,,,,,
177,SUI,Switzerland,FELTSCHER B,HOWALD C,KAUFMANN F,SCHORI I,,,,,,
177,SWE,Sweden,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,WAAHLIN J,,,,,
177,USA,United States,CARLSON A,PERSINGER V,SINCLAIR J,WALKER M,,,,,,
178,CAN,Canada,ANSEEUW J,FORREST I,IDESON M,THIESSEN D,WRIGHT M,,,,,
178,CHN,China,CHEN J,LIU W,WANG H,WANG M,,,,,,
178,FIN,Finland,JAASKELAINEN YT,KARJALAINEN M,KARJALAINEN S,LEPPANEN V,SAROSALO R,,,,,
178,GBR,Great Britain,EWAN G,MALONE A,McPHERSON B,NEILSON A,NIBLOE H,,,,,
178,GER,Germany,MEISSNER W,MELCHIOR H,PAVEL H,PUTZICH C,SCHLITT M,,,,,
178,KOR,Republic of Korea,BANG M,CHA J,JUNG S,LEE D,SEO S,,,,,
178,NOR,Norway,LOECHEN S,LORENTSEN R,STORDAHL J,SYVERSEN OF,,,,,,
178,NPA,NPA,KUROKHTIN K,MESHCHERIAKOV A,ROMANOV M,SHCHUKINA D,SHEVCHENKO A,,,,,
178,SUI,Switzerland,BLAUEL-THOMANN B,BODENMANN M,HUETTENMOSER C,WAGNER F,,,,,,
178,SVK,Slovakia,DURIS R,KUNKELOVA M,LYOCSA I,PITONAK D,ZATKO P,,,,,
178,SWE,Sweden,ENGBORG MO,PERSSON R,PETTERSSON DAHL V,REPPE Z,ULANDER K,,,,,
178,USA,United States,BLACK K,EMT S,GREELY P,LINO M,MARSHALL J,,,,,
179,CAN,Canada,CURTIS Z,GAUTHIER J,MIDDLETON S,TARDI J,TARDI T,,,,,
179,NOR,Norway,FOSS K,HAARSTAD A,MELLEMSETER M,RAMSFJELL M,,,,,,
179,SCO,Scotland,BRYDONE R,KINGAN F,KYLE E,McFADZEAN D,WHYTE R,,,,,
179,SUI,Switzerland,GLOOR S,HESS J,HOEHN S,SCHOENENBERGER R,,,,,,
179,SWE,Sweden,JONES S,MAGNUSSON D,NYGREN J,REGOSA A,,,,,,
179,USA,United States,FENSON G,RICHARDSON B,STOPERA A,VIOLETTE L,,,,,,
180,CAN,Canada,BURGESS K,BURGESS L,CLARKE K,JONES K,,,,,,
180,CHN,China,DONG Z,SUN C,WANG M,WANG Z,,,,,,
180,KOR,Korea,KIM H,KIM M,KIM S,YANG T,,,,,,
180,SCO,Scotland,DUFF H,JACKSON S,MACDONALD A,MORRISON R,McKENZIE L,,,,,
180,SUI,Switzerland,ENGLER L,GUT A,MATHIS E,WITSCHONKE S,,,,,,
180,SWE,Sweden,DE VAL A,SJOEBERG F,WAAHLIN J,WRANAA I,,,,,,
180,USA,United States,BEAR M,BURCHESKY J,DUBBERSTEIN A,HOWELL A,,,,,,
181,CAN,Canada,COURTNEY J,HEBERT B,HOMAN R,KENNEDY M,KOE K,LAING B,MISKEW E,PFEIFER S,WEAGLE L,
181,CHN,China,LIU J,MA J,WANG B,ZHOU Y,,,,,,
181,DEN,Denmark,DUPONT D,DUPONT M,DUPONT O,FREDERIKSEN J,HALSE M,HOGH J,KNUDSEN LA,POULSEN M,STJERNE R,
181,FIN,Finland,,,,,,,,,,
181,GBR,Great Britain,ADAMS V,GRAY L,MUIRHEAD E,MUIRHEAD T,SLOAN A,SMITH C,SMITH K,WADDELL K,,
181,ITA,Italy,FERRAZZA D,GONIN S,MOSANER A,PILZER A,RETORNAZ J,,,,,
181,JPN,Japan,FUJISAWA S,MOROZUMI K,MOROZUMI Y,SHIMIZU T,SUZUKI Y,YAMAGUCHI T,YOSHIDA C,YOSHIDA Y,,
181,KOR,Republic of Korea,KIM C,KIM E,KIM K,KIM M,KIM S,KIM Y,LEE K,OH E,SEONG S,
181,NOR,Norway,NERGAARD T,PETERSSON HV,SVAE C,ULSRUD T,,,,,,
181,OAR,OAR,ARSENKINA G,GUZIEVA J,MOISEEVA V,PORTUNOVA J,VASILEVA U,,,,,
181,SUI,Switzerland,ALBRECHT M,DE CRUZ P,NEUENSCHWANDER E,PAETZ C,SCHWARZ B,SIEGRIST M,TANNER V,TIRINZONI S,,
181,SWE,Sweden,EDIN N,ERIKSSON O,HASSELBORG A,KNOCHENHAUER A,LEEK H,MABERGS S,McMANUS S,SUNDGREN C,WRANAA R,
181,USA,United States,GEORGE T,GEVING A,HAMILTON B,HAMILTON M,LANDSTEINER J,PETERSON T,ROTH N,SHUSTER J,,
184,CHN,China,JIANG D,LIU R,MA Y,XU X,ZANG J,,,,,
184,CZE,Czech Republic,KITZBERGER J,KLIMA L,SNITIL J,SNITIL M,,,,,,
184,DEN,Denmark,DUPONT O,FREDERIKSEN J,POULSEN M,STJERNE R,,,,,,
184,FIN,Finland,HAKUNTI K,JAAMIES P,KAUSTE A,PITKO J,,,,,,
184,GER,Germany,BAUMANN A,HERBERG D,SCHWEIZER S,SHERRARD R,WALTER M,,,,,
184,ITA,Italy,FERRAZZA D,GONIN S,MOSANER A,RETORNAZ J,,,,,,
184,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
184,RUS,Russia,GLUKHOV S,KLIMOV E,RAZHABOV A,SHMAKOV A,TIMOFEEV A,,,,,
185,CHN,China,LIU J,MA J,WANG B,ZHOU Y,,,,,,
185,CZE,Czech Republic,BAUDYSOVA A,KUBESKOVA A,PLISKOVA T,SVATONOVA K,,,,,,
185,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,HOEGH J,,,,,,
185,FIN,Finland,IMMONEN L,JUHASZ E,KAUSTE O,RASANEN J,SALMIOVIRTA M,,,,,
185,GER,Germany,ABBES E,JENTSCH A,JENTSCH D,OBERMANN J,SCHOELL PL,,,,,
185,ITA,Italy,CONSTANTINI S,GASPARI D,ROMEI A,ZAPPONE V,,,,,,
185,LAT,Latvia,BARONE E,BLUMBERGA S,BREMANE M,KRUSTA I,STASA-SARSUNE I,,,,,
186,AUT,Austria,FOREJTEK M,GENNER M,NOTHEGGER P,REICHEL M,WUNDERER S,,,,,
186,FIN,Finland,HAKUNTI K,JAAMIES P,KAUSTE A,PITKO J,,,,,,
186,GER,Germany,BAUMANN A,HERBERG D,SCHWEIZER S,SHERRARD R,WALTER M,,,,,
186,ITA,Italy,FERRAZZA D,GONIN S,MOSANER A,PILZER A,RETORNAZ J,,,,,
186,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
186,NOR,Norway,NERGAARD T,PETERSSON HV,SVAE C,ULSRUD T,,,,,,
186,RUS,Russia,GLUKHOV S,KLIMOV E,RAZHABOV A,SHMAKOV A,TIMOFEEV A,,,,,
186,SCO,Scotland,MUIRHEAD T,SMITH C,SMITH K,WADDELL K,,,,,,
186,SUI,Switzerland,DE CRUZ P,MAERKI D,PAETZ C,SCHWARZ B,TANNER V,,,,,
186,SVK,Slovakia,GALLO J,KAPRALIK P,MISUN D,PITONAK F,POLAK J,,,,,
186,SWE,Sweden,EDIN N,ERIKSSON O,LEEK H,SUNDGREN C,WRANAA R,,,,,
187,CZE,Czech Republic,BAUDYSOVA A,KOLCEVSKAIA E,KUBESKOVA A,PLISKOVA T,SVATONOVA K,,,,,
187,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,HOEGH J,KNUDSEN LA,,,,,
187,FIN,Finland,JUHASZ E,KAUSTE O,RASANEN J,SALMIOVIRTA M,,,,,,
187,GER,Germany,ABBES E,JENTSCH A,JENTSCH D,OBERMANN J,SCHOELL P-L,,,,,
187,HUN,Hungary,KALOCSAI V,MIKLAI H,PALANCSA D,SANDOR N,,,,,,
187,ITA,Italy,CONSTANTINI S,GASPARI D,OLIVIERI C,ROMEI A,ZAPPONE V,,,,,
187,RUS,Russia,EZEKH N,FOMINA M,KOVALEVA A,RAEVA A,SIDOROVA A,,,,,
187,SCO,Scotland,ADAMS V,GRAY L,MUIRHEAD E,SLOAN A,,,,,,
187,SUI,Switzerland,ALBRECHT M,NEUENSCHWANDER E,SIEGRIST M,TIRINZONI S,,,,,,
187,SWE,Sweden,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,WAAHLIN J,,,,,
187,TUR,Turkey,GOZUTOK A,KONUKSEVER S,POLAT O,YILDIZ D,,,,,,
188,FIN,Finland,HAKUNTI K,JAAMIES P,KAUSTE A,PITKO J,,,,,,
188,ITA,Italy,FERRAZZA D,GONIN S,MOSANER A,RETORNAZ J,,,,,,
189,DEN,Denmark,DUPONT D,DUPONT M,HOEGH J,KNUDSEN LA,,,,,,
189,FIN,Finland,JUHASZ E,KAUSTE O,RASANEN J,SALMIOVIRTA M,,,,,,
190,AUS,Australia,HEWITT D,MERCHANT J,MILLIKIN H,PALANGIO I,,,,,,
190,CHN,China,SHAO Z,XU J,ZOU D,ZOU Q,,,,,,
190,JPN,Japan,MOROZUMI K,MOROZUMI Y,SHIMIZU T,YAMAGUCHI T,,,,,,
190,KOR,Korea,KIM CM,KIM MC,LEE KB,OH ES,SEONG SH,,,,,
190,NZL,New Zealand,BECKER S,DOBSON W,HOOD A,SARGON B,WALKER H,,,,,
191,AUS,Australia,FORGE K,FREDERICKS ARMSTR.,POWELL A,WILLIAMS H,,,,,,
191,CHN,China,JIANG X,JIANG Y,YAN H,YAO M,,,,,,
191,JPN,Japan,FUJISAWA S,MOTOHASHI M,YOSHIDA C,YOSHIDA Y,,,,,,
